职位,薪资,公司,公司信息,公司地址,地区,工作经验,学历,人数,时间,岗位信息
['大数据开发工程师'],['1.5-2万/月'],['中兴（沈阳）金融科技有限公司'],['民营公司| 50-150人| 计算机软件'],['上班地址 : 南京雨花台区'],['南京-雨花台区'],['5-7年工作经验'],['本科'],['5人'],['2019-02-22'],一、岗位职责:1、负责基于storm、Spark或hbase平台的产品开发、测试、交付工作；2、对于风险控制模型辅助开发；3、对于版本线上异常，能快速定位和输出解决方法。二、任职资格:1、统招本科及以上学历毕业5年以上，软件工程、计算机专业优先；2、具有深厚的Java功底；了解分布式系统基本原理，具有较强的分析、解决问题的能力；3、对于storm或spark-streaming有1年及以上的开发、维护经验；4、对于sparkSql、redis、kafka有深入了解5、优秀的编程能力及良好的开发习惯，具备独立沟通需求、开发的能力6、抗压能力强，极强的学习能力。
['数据开发工程师'],['1-1.5万/月'],['九阳股份有限公司'],['民营公司| 5000-10000人| 家具/家电/玩具/礼品 快速消费品(食品、饮料、化妆品)'],['上班地址 : 杭州'],['浙江省'],['3-4年工作经验'],['本科'],['若干人'],['2019-02-22'],岗位职责:1？数仓结构设计2？etl开发实现3？分析建模4？数据可视化呈现 任职资格:1？本科及以上学历2？计算机相关专业3？有数据仓库项目经验4？熟练掌握informatica、obiee或类似etl、bi工具
['高级数据开发（大数据）'],['1-2万/月'],['广州棒谷科技股份有限公司'],['民营公司| 5000-10000人| 互联网/电子商务 贸易/进出口'],['上班地址 : 大唐路西200米进发物流园'],['广州-白云区'],['大专'],[],['2人'],['2019-02-22'],"岗位职责:岗位描述:1、负责搭建分布式的EDW、ODS数据仓库、数据集市体系结构设计；2、负责数据开发工作，调研梳理业务部门数据需求，根据需求进行设计和构建数据仓库及数据集市，并进行数据建模等相关工作；3、项目/报表类的开发支持工作，负责数据可视化展现的设计开发及优化相关工作； 任职资格:任职要求：1、具备3~5年以上数据仓库开发经验；2、熟练使用过Azkaban、Kettle、IBM DataStage、Informatica等工具之一，最好有Azkaban、Kettle工具使用经验;3、掌握mysql,postgre-sql sql-server,mongodb,oracle 等数据库技术;4、具备大型数据仓库架构设计、模型设计、ETL设计的相关经验,具备海量数据处理、性能调优经验；5、有hbase/hive/hdfs/spark/flume/kafka等开源框架使用经验；6、有元数据管理、数据质量管理、主数据管理经验者优先；7、有互联网跨境电商行业应用经验者优先；"
['大数据开发工程师'],['1-2万/月'],['南京北路自动化系统有限责任公司'],['民营公司| 150-500人| 仪器仪表/工业自动化'],['上班地址 : 江宁滨江开发区宝象路50号'],['南京'],['2年工作经验'],['本科'],['4人'],['2019-02-22'],1、 负责大型数据仓库的开发；2、 负责数据挖掘、机器学习开发；3、 在精英团队中工作，提供充分的个人发展空间。任职要求：1.计算机及相关专业本科以上学历；2.熟悉Linux/Unix环境，熟悉Hadoop以及Mapreduce编程模型；3.具有扎实的java基础，熟练应用J2EE常用框架，包括Spring、Hibernate、Strutes等；4.熟悉HTML、Javascript的开发知识，熟悉Extjs、jquery等JS框架；5.精通数据结构和数据算法；6、优秀的分析问题、解决问题能力；7.有良好、规范的编程习惯和文档编写习惯，善于学习，具有分析、解决应用问题的能力；8.思路清晰，具备良好的沟通能力和理解能力，善于团队协作，有强烈的责任心和敬业精神；9.可接受偶尔短期出差。公司其他福利：1、工作满一年以上者可享受带薪年假5天2、按照国家规定医疗期限的带薪病假3、符合国家规定的婚假及初婚贺金4、符合国家规定的生育假、护产假及生育贺金5、年终奖、三节福利及其他文娱活动等6、住东山及江宁开发区附近公司提供免费班车7、公司提供免费午餐8、因公司位于滨江开发区，经公司通知的面试者可乘坐公司免费班车（班车路线：7:45竹山路地铁站-7:50小龙湾地铁站-8:05天元西路公交站台），自行乘坐公共交通的可报销车费公司名称：南京北路自动化系统有限责任公司
['数据开发应用工程师'],['4-6千/月'],['陕西汉唐环保农业有限公司'],['民营公司| 50-150人| 环保'],['上班地址 : 科技六路中段23号数字空间365西栋六层'],['西安-高新技术产业开发区'],['本科'],[],['若干人'],['2019-02-22'],1、负责电子商务网站架构设计、数据库设计、核心代码开发、数据库优化，提升后台数据支撑能力，提升页面响应速度等相关工作。2、负责网站与移动端接口开发对接工作。3、参与技术难题攻关、组织技术积累等工作。任职要求：1、计算机或相关专业本科以上学历，1年及以上相关工作经验。2、对从事软件开发等相关工作具有浓厚兴趣。3、善于沟通和协调，具有高度团队合作精神；主动学习新知识的能力；具有高度的敬业精神、创新精神和开拓意识；精力充沛，能够承受较大的工作压力。:4、熟悉javascript，html，xml等技术、熟悉J2SE并能熟练使用Eclipse，MyEclipse等开发环境进行java开发。
['数据开发工程师'],['0.8-1万/月'],['黑龙江飞鹤乳业有限公司'],['民营公司| 5000-10000人| 快速消费品(食品、饮料、化妆品)'],['上班地址 : 酒仙桥'],['北京-朝阳区'],['本科'],[],['1人'],['2019-02-22'],"岗位职责1、运用数据分析工具对业务数据进行分析和研究，进行数据开发，并对内容建设提供指导性意见；2、日常数据监控，跟踪并处理异常数据，并推动问题的解决；3、负责分析各类数据并针对各类问题提出解决方案；4、负责平台的数据ETL、数据处理、数据发布开发；5、负责数据处理性能调优，对数据库整体架构提出建议；6、完成上级交代的其他相关任务。任职资格：1、三年以上数据开发及设计经验，优秀的编程能力及良好的开发习惯。具备独立沟通需求，设计，架构，开发的能力；2、具备良好的识别业务关键需求和设计领域模型的能力，使用过永洪BI工具或帆软BI平台者优先；3、具有良好的商业敏感度和优秀的数据分析技能，能够开发创新而实际的分析方法以解决复杂的商业问题；4、熟练使用关系型数据库如Oracle、mysql等，熟练掌握Hive/SQL/Hbase，熟悉Storm/Spark/Hadoop/Map-Reduce/MPI分布式计算框架，有海量数据处理经验者优先;5、有大数据建模、大数据存储方面设计,并有大数据分析处理实际项目经验优先；6、有大型分布式、高并发、高负载、高可用性系统设计和稳定性经验优先；7、搭建大数据体系经验者优先。"
['etl大数据开发'],['1.5-2万/月'],['上海有大信息科技有限公司'],['民营公司| 50-150人| 计算机软件 计算机服务(系统、数据服务、维修)'],['上班地址 : 新源广场39楼'],['上海-黄浦区'],['2年工作经验'],['本科'],['2人'],['2019-02-22'],1、常规大数据岗位职责2、本科及以上学历，有DBA相关经验，如无此经验，有优秀的hadoop经验也可以3、2年以上经验
['数据开发工程师'],['0.7-1.4万/月'],['杭州诚品科技有限公司'],['民营公司| 50-150人| 计算机软件 计算机服务(系统、数据服务、维修)'],['上班地址 : 特迅网络大厦'],['杭州-滨江区'],['3-4年工作经验'],['本科'],['2人'],['2019-02-22'],"技术要求：（1）计算机相关专业，学业课程良好；（2）具备优秀的悟性、自我学习能力、责任心、沟通能力和抗压力；（3）熟悉Oracle/MySQL/PG/SQLServcer数据库，精通pl/sql编程,精通存储过程和函数；（4）熟悉数据库ETL开发过程；（5）熟悉数据建模技术。（6）3年左右数据库SQL开发或数据仓库建设实施经验工作职责：负责理解业务数据需求，开展数据建模、数据归集、数据清洗转换、数据存储过程开发等工作。本职位为外包职位，外包到浙江华云信息科技有限公司，从事电力行业信息化工作。"
['大数据开发工程师'],['1.5-2万/月'],['静瞳海外投资顾问（深圳）有限公司'],['外资（非欧美）| 50-150人| 专业服务(咨询、人力资源、财会) 中介服务'],['上班地址 : 荣超国际商会中心1109-1110室'],['深圳-福田区'],['3-4年工作经验'],['本科'],['2人'],['2019-02-22'],1、数字货币领域数据统计分析，负责数字货币量化投资策略的设计、管理以及实际投资运作2、与交易员对接，制定切实可行的的策略测试计划，开展新策略模型的开发和验证3、协助交易员进行交易、风险管理，并对实际交易结果进行量化的绩效分析，推动交易自动化4、上级交办的其他工作任职要求：1、数学/计算机/金融专业毕业，有扎实的算法和机器学习的理论基础2、有量化实盘交易经验，具备丰富的数学建模经验及较强的数据处理能力优先3、对金融市场的价格波动有独特理解和深入的量化分析，具备一定对冲策略研究经验；4、对数字货币领域感兴趣，结果导向；5、有网页抓取和爬虫程序编写经验者优先。
['数据开发工程师'],['0.8-1.4万/月'],['广州市葵网商务咨询有限责任公司'],['合资| 500-1000人| 互联网/电子商务'],['上班地址 : 广州市天河区天河东路67号丰兴广场A座12楼全层'],['广州-天河区'],['1年工作经验'],['本科'],['2人'],['2019-02-22'],工作职责：1、大数据仓库数据模型开发，作业调度，维护优化2、数据仓库平台组件升级，架构优化3、数据库运维、优化岗位要求：1.计算机等相关专业本科以上学历；2.至少1年以上的数据仓库开发经验；3.熟悉Linux系统，postgresql、mysql、hive一种或以上的数据库语法/操作4.具备良好的数据库及SQL性能调优能力。5.熟练使用shell，python，java，SQL一种或以上脚本语言；6.熟练使用kettle、hadoop、impala、hbase、flume、kafka、spark、redis、有实际项目经验7.具备良好的业务理解及分析能力；8.熟悉Tableau自助分析工具优先；9.有电商行业数据仓库项目经验优先；10.具备良好的沟通能力，团队协作能力，有团队管理经验优先
['数据开发工程师'],['1.5-2万/月'],['南京爱福路汽车科技有限公司'],['民营公司| 150-500人| 计算机软件 互联网/电子商务'],['上班地址 : 玉兰路88号南部创业园2栋208'],['南京-雨花台区'],['3-4年工作经验'],['本科'],['若干人'],['2019-02-22'],岗位职责 1. 参与数据仓库的搭建、设计与开发 ? 2. 根据业务部门提出的需求进行数据仓库模型设计并进行大数据作业的开发 ? 3. 负责数据质量检验和监控 ? 4. 参与数据需求分析 ?技能要求 1. 本科及以上学历，具备大型数据仓库架构设计、模型设计和处理性能调优等相关经验者优先 ? 2. 精通hadoop/hive/hbase/spark/storm/MapReduce等一种或多种框架，有2年以上相关开发经验 ? 3. 具备基础BI领域知识，了解主流的商业BI解决方案相关产品 ? 4. 至少掌握以下一众开发语言Java/Shell/Python/Scala ? 5. 有MySQL/Oracle/PostgreSQL任意一众数据库OLAP系统开发与SQL调优经验
